valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,type_local
135000.0,35,2,appartement
272500.0,75,4,maison
165000.0,57,3,appartement
270000.0,40,3,appartement
1540000.0,128,6,maison
418000.0,94,5,maison
348000.0,77,4,appartement
257500.0,48,3,appartement
130000.0,15,1,appartement
122650.0,20,1,appartement
270700.0,29,2,maison
115000.0,30,2,appartement
145000.0,59,3,appartement
298000.0,97,4,maison
235000.0,111,6,maison
185000.0,72,4,appartement
270000.0,83,4,maison
224665.0,41,2,appartement
212000.0,33,2,appartement
203000.0,33,1,appartement
620489.9999999999,74,2,appartement
295000.0,113,5,maison
120000.0,17,1,appartement
289750.0,62,4,appartement
250000.0,65,3,maison
142000.0,42,2,appartement
100000.0,37,1,appartement
120000.0,31,2,appartement
470000.0,60,3,appartement
108000.0,20,1,appartement
193000.0,49,2,appartement
335000.0,55,2,appartement
200000.0,35,2,appartement
310000.0,108,4,maison
167500.0,32,2,appartement
245000.0,34,2,appartement
325000.0,90,4,maison
760000.0,148,5,maison
356300.0,75,5,maison
300000.0,64,3,appartement
53000.0,9,1,appartement
350000.0,75,4,appartement
425000.0,46,3,appartement
443000.0,60,3,maison
1512000.0,271,8,maison
278100.0,93,4,maison
368000.0,116,5,maison
133000.0,32,1,appartement
115000.0,32,2,appartement
116000.0,30,2,appartement
630000.0,49,3,maison
582951.0,64,3,maison
154000.0,23,1,appartement
215000.0,32,2,appartement
375000.0,114,6,maison
250000.0,49,3,appartement
470000.0,81,5,maison
142126.0,57,3,maison
115500.0,28,2,maison
236000.0,33,2,appartement
1262675.0,310,6,maison
137500.0,44,1,appartement
397000.0,65,4,maison
230000.0,77,3,maison
332000.0,58,3,maison
330000.0,102,5,maison
170000.0,50,2,maison
215000.0,21,2,appartement
154000.0,51,2,appartement
1750000.0,115,7,maison
500000.0,74,3,appartement
230350.0,90,4,maison
510000.0,175,5,maison
260000.0,37,2,appartement
364030.0,62,3,appartement
145000.0,72,4,appartement
175000.0,78,4,appartement
125500.0,47,2,appartement
191000.0,53,3,appartement
532800.0,53,3,appartement
84000.0,25,2,appartement
270000.0,95,4,maison
150000.0,31,1,appartement
212000.0,83,5,maison
325000.0,120,5,maison
242000.0,43,2,maison
134000.0,53,3,appartement
250000.0,64,4,maison
225000.0,73,3,maison
129000.0,29,2,appartement
240000.0,93,5,maison
442000.0,210,5,maison
178000.0,56,3,appartement
280000.0,140,6,maison
85000.0,32,2,appartement
550000.0,98,4,maison
286000.0,66,3,appartement
347150.0,55,3,appartement
347000.0,44,3,maison
140000.0,58,3,appartement
298250.0,59,3,appartement
75000.0,16,1,appartement
170000.0,27,2,appartement
728000.0,105,4,maison
325535.0000000001,104,5,maison
225000.0,72,4,maison
277200.0,88,3,maison
460000.0,105,5,maison
725000.0,139,6,maison
150695.0,36,2,appartement
260000.0,45,3,maison
108000.0,42,2,appartement
95000.0,10,1,appartement
400000.0,79,3,maison
170000.0,64,4,appartement
570000.0,80,8,appartement
530000.0,54,3,appartement
168000.0,83,5,appartement
182000.0,30,2,appartement
150000.0,72,4,maison
198000.0,30,2,appartement
160500.0,26,2,appartement
196500.0,37,2,appartement
271000.0,82,4,maison
585500.0,90,6,appartement
215000.0,74,4,appartement
182290.0,56,3,appartement
355000.0,118,6,maison
392000.0,96,5,maison
530000.0,125,5,maison
265000.0,80,4,maison
459000.0,86,4,maison
230000.0,91,4,maison
290800.0,78,4,maison
270000.0,107,5,maison
273000.0,90,5,maison
147400.0,41,1,appartement
189920.0,61,3,maison
232000.0,75,3,maison
325000.0,52,2,appartement
189600.0,54,2,appartement
270000.0,63,5,maison
62000.0,25,1,appartement
189000.0,52,3,appartement
335000.0,80,5,maison
348000.0,56,3,appartement
264000.0,87,5,maison
530000.0,110,4,maison
247000.0,81,4,maison
229900.0,74,3,maison
397500.0,79,3,maison
435000.0,76,3,appartement
348840.0,65,3,appartement
215150.0,41,2,appartement
229978.0,31,1,appartement
915250.0,90,5,maison
324000.0,71,4,maison
289000.0,118,5,maison
161000.0,25,1,appartement
186780.0,26,1,appartement
90950.0,24,1,appartement
190118.0,80,4,appartement
130000.0,65,4,appartement
556000.0,65,3,maison
76490.0,15,1,appartement
95000.0,26,2,appartement
394000.0,136,9,maison
400000.0,148,4,maison
345000.0,103,4,maison
339900.0,119,5,maison
465000.0,73,3,maison
207500.0,60,4,maison
350000.0,106,5,maison
449000.0,149,8,maison
175000.0,60,3,maison
215000.0,79,4,maison
350000.0,107,7,maison
289000.0,87,5,maison
243000.0,78,4,maison
310000.0,91,5,maison
625190.0000000001,194,5,maison
128000.0,61,3,appartement
64000.0,31,2,appartement
535000.0,98,4,maison
325600.0,120,5,maison
250000.0,93,5,maison
140000.0,45,2,appartement
180000.0,46,3,maison
83000.0,35,2,appartement
141000.0,54,3,appartement
126375.0,16,1,appartement
278000.0,68,3,appartement
210000.0,73,3,maison
177000.0,70,3,maison
165000.0,38,2,appartement
170000.0,68,4,maison
236000.0,57,2,maison
160000.0,70,3,maison
206000.0,76,4,maison
247000.0,107,5,maison
215000.0,60,3,maison
150000.0,34,2,appartement
225000.0,42,2,appartement
340700.0,68,4,maison
349270.0,66,3,maison
189650.0,55,2,appartement
227000.0,110,6,maison
280000.0,112,5,maison
136000.0,38,2,appartement
574000.0,153,5,maison
324000.0,78,4,maison
550500.0,170,7,maison
200000.0,32,1,appartement
280000.0,86,4,maison
209000.0,40,2,appartement
290000.0,69,3,appartement
71000.0,15,1,appartement
344300.0,53,3,appartement
157000.0,28,1,appartement
569900.0,122,4,maison
243800.0,56,3,appartement
1282000.0,200,9,appartement
295500.0,103,5,maison
385000.0,97,4,maison
359000.0,128,5,maison
608000.0,126,5,maison
565250.0,101,4,maison
323000.0,96,5,maison
179460.0,57,3,appartement
370000.0,122,6,maison
117000.0,38,1,appartement
326400.0,60,4,maison
413000.0,85,4,maison
295000.0,67,3,appartement
180000.0,63,3,appartement
438675.0,105,4,maison
342000.0,112,3,maison
207000.0,103,5,maison
591249.9999999999,150,6,maison
445000.0,55,2,maison
58000.0,20,1,appartement
266000.0,75,4,maison
144000.0,55,3,appartement
534450.0,105,3,maison
292000.0,81,3,maison
253000.0,72,5,maison
274000.0,75,5,maison
180000.0,31,1,appartement
140000.0,23,1,appartement
235000.0,57,3,appartement
158000.0,53,4,maison
71680.0,17,1,appartement
1081600.0,100,4,appartement
285000.0,40,3,appartement
142280.0,43,2,appartement
680000.0,93,5,appartement
470000.0,64,2,appartement
412000.0,46,2,appartement
159000.0,20,1,appartement
220000.0,61,3,maison
280170.0,65,3,appartement
195000.0,56,3,appartement
405000.0,133,6,maison
240000.0,65,4,maison
133000.0,52,3,appartement
116260.0,39,2,appartement
470050.0,72,4,appartement
95000.0,29,1,appartement
189000.0,91,4,maison
271000.0,80,3,maison
150000.0,26,1,appartement
161000.0,32,2,appartement
266400.0,64,1,appartement
175000.0,75,3,appartement
215000.0,89,4,maison
743970.0,118,4,maison
249000.0,75,4,maison
153000.0,45,2,appartement
53282.0,18,1,appartement
109900.0,47,3,appartement
107000.0,25,1,appartement
339500.0,104,5,maison
199000.0,36,2,appartement
164900.0,38,2,appartement
139000.0,49,2,appartement
150000.0,32,1,appartement
356600.0,110,6,maison
500000.0,100,4,maison
425000.0,121,6,maison
510000.0,51,4,maison
399000.0,90,5,maison
270000.0,109,4,maison
245692.0,60,3,maison
230000.0,66,4,appartement
485000.0,70,3,maison
712500.0,112,4,maison
300720.0,40,2,appartement
438600.0,83,2,appartement
135000.0,33,1,appartement
165300.0,63,3,appartement
92000.0,15,1,appartement
137000.0,47,2,appartement
320000.0,77,3,maison
163200.0,64,4,appartement
516000.0,109,3,maison
157000.0,24,1,appartement
369000.0,60,3,appartement
1085400.0,127,4,maison
260000.0,45,2,appartement
195000.0,55,3,appartement
265000.0,129,6,maison
587000.0,85,5,maison
228000.0,48,3,appartement
278370.0,105,5,maison
188000.0,51,3,appartement
390000.0,131,5,maison
138000.0,52,2,appartement
645000.0,145,5,maison
146000.0,30,1,appartement
220000.0,70,3,appartement
326000.0,85,4,maison
177100.0,25,2,appartement
196000.0,63,3,appartement
400000.0,60,3,appartement
315000.0,52,3,appartement
170300.0,63,3,appartement
1650500.0,165,4,maison
557300.0,55,3,appartement
165000.0,56,3,appartement
219900.0,67,4,appartement
529850.0,57,3,appartement
550000.0,100,4,appartement
214000.0,80,4,appartement
342000.0,88,4,maison
154000.0,65,4,appartement
450000.0,122,6,maison
130000.0,18,1,appartement
290000.0,89,5,maison
329000.0,130,4,maison
62000.0,18,1,appartement
170000.0,65,3,maison
287550.0,113,4,maison
64000.0,17,1,appartement
235000.0,71,4,appartement
188000.0,66,4,appartement
101750.0,24,1,appartement
280000.0,80,5,maison
272000.0,94,5,appartement
122000.0,40,2,appartement
400000.0,135,6,maison
260000.0,94,5,maison
440000.0,90,4,maison
450000.0,104,5,maison
172000.0,42,2,appartement
279000.0,92,5,maison
181000.0,33,1,appartement
310000.0,70,4,maison
471000.0,78,4,appartement
285000.0,112,4,maison
650000.0,72,4,appartement
146436.0,19,1,appartement
94000.0,23,1,appartement
250000.0,87,4,maison
90000.0,16,1,appartement
273000.0,86,4,maison
475000.0,95,6,appartement
198000.0,76,4,appartement
164300.0,36,3,appartement
93000.0,21,1,appartement
110000.0,28,2,appartement
120000.0,27,1,appartement
210000.0,78,4,appartement
277000.0,83,4,maison
113000.0,30,2,appartement
190000.0,30,2,appartement
227000.0,43,2,appartement
325000.0,60,4,maison
357750.0,83,4,maison
150000.0,72,5,appartement
226000.0,81,4,maison
122000.0,47,2,appartement
163000.0,73,4,maison
280000.0,76,5,maison
153800.0,60,3,maison
112000.0,56,3,appartement
250000.0,110,6,maison
415750.0,130,4,maison
321000.0,106,5,maison
240000.0,89,5,maison
228000.0,65,4,maison
430000.0,51,3,appartement
252000.0,89,6,maison
645000.0,160,6,maison
500000.0,50,3,maison
530000.0,79,4,maison
403884.0,72,3,appartement
365000.0,56,3,appartement
1120000.0,155,6,maison
210000.0,41,3,appartement
4833740.0,287,9,maison
315000.0,78,4,appartement
440000.0,115,4,maison
245000.0,36,3,maison
159100.0,64,4,appartement
210000.0,45,3,appartement
183000.0,43,2,appartement
444516.0,128,5,maison
469343.0,75,2,appartement
150000.0,33,2,appartement
277000.0,70,3,maison
184120.0,61,4,appartement
495000.0,80,3,appartement
155000.0,77,5,appartement
190000.0,35,2,maison
313000.0,97,5,maison
208400.0,38,2,appartement
158000.0,60,2,maison
205000.0,62,3,appartement
285000.0,32,1,appartement
230000.0,70,4,appartement
300000.0,84,4,maison
415000.0,141,5,maison
1192000.0,87,5,maison
270000.0,72,3,maison
371500.0,38,1,appartement
430000.0,150,7,maison
120000.0,22,1,appartement
153000.0,50,2,appartement
153800.0,62,4,appartement
178000.0,54,2,appartement
187000.0,36,2,appartement
532925.0,110,4,maison
195000.0,40,2,appartement
349000.0,116,5,maison
490000.0,112,6,maison
170000.0,32,2,appartement
213000.0,98,5,maison
162500.0,51,2,appartement
193780.0,87,4,maison
485000.0,141,6,maison
165000.0,25,2,appartement
242600.0,83,5,maison
167000.0,33,2,appartement
292070.0,93,4,maison
99000.0,24,1,appartement
87000.0,28,2,appartement
388000.0,150,7,maison
181500.0,55,3,appartement
140000.0,26,3,appartement
368000.0,127,6,maison
325000.0,117,6,maison
235000.0,61,3,maison
245000.0,119,7,maison
67000.0,13,1,appartement
121500.0,43,1,appartement
268400.0,59,4,appartement
643000.0,174,6,maison
83000.0,28,1,appartement
105000.0,46,2,appartement
95000.0,30,2,appartement
240000.0,80,5,maison
255000.0,78,5,maison
120000.0,31,1,appartement
310000.0,133,5,maison
342000.0,116,5,maison
1000000.0,84,5,maison
205000.0,80,3,maison
140000.0,29,1,appartement
288400.0,54,3,maison
338000.0,39,2,appartement
365000.0,102,5,maison
314000.0,88,5,maison
225500.0,33,1,appartement
269000.0,52,3,appartement
213000.0,63,3,maison
370000.0,127,4,maison
323000.0,105,4,maison
230000.0,80,4,maison
395000.0,118,6,maison
160000.0,72,3,appartement
135000.0,54,2,appartement
185000.0,48,3,maison
280000.0,99,6,maison
189900.0,36,2,maison
138000.0,40,3,maison
305000.0,69,4,appartement
309000.0,55,4,appartement
230000.0,77,5,maison
233000.0,50,3,appartement
310000.0,60,3,appartement
217000.0,88,5,maison
185000.0,68,3,appartement
85000.0,17,2,appartement
207680.0,52,3,appartement
583000.0,153,6,maison
287650.0,55,3,appartement
116000.0,30,1,appartement
173000.0,25,1,appartement
210000.0,24,2,appartement
250000.0,118,4,maison
284000.0,91,5,maison
185000.0,28,3,maison
335000.0,100,4,maison
235000.0,78,4,maison
120000.0,57,2,appartement
285000.0,85,4,maison
511600.0,75,3,appartement
255000.0,52,3,maison
495000.0,62,3,maison
250000.0,83,4,maison
79820.0,30,2,appartement
287500.0,81,4,maison
342500.0,102,6,maison
236000.0,75,4,maison
497500.0,137,5,maison
228000.0,58,3,appartement
825000.0,135,6,maison
269000.0,30,1,appartement
734289.9999999999,101,3,appartement
360000.0,95,3,maison
220000.0,72,4,maison
240000.0,28,2,appartement
132000.0,49,2,appartement
194000.0,50,2,appartement
542000.0,140,6,maison
297000.0,26,2,appartement
305000.0,39,2,appartement
476440.0,100,4,maison
530000.0,68,4,appartement
235000.0,46,2,appartement
130000.0,41,2,appartement
215000.0,23,1,appartement
443500.0,128,5,maison
280000.0,90,5,maison
211000.0,55,3,maison
325000.0,122,6,maison
184000.0,24,1,appartement
116000.0,30,2,appartement
187000.0,19,1,appartement
400000.0,100,4,maison
399400.0,108,6,maison
240000.0,53,3,maison
115000.0,19,1,appartement
160000.0,37,2,appartement
158000.0,60,3,appartement
260000.0,58,3,appartement
307000.0,111,6,maison
350000.0,56,3,maison
53000.0,20,1,appartement
87000.0,25,1,appartement
205760.0,50,3,appartement
317800.0,52,3,appartement
282000.0,107,5,maison
254000.0,42,3,appartement
209000.0,54,4,maison
230820.0,51,3,appartement
1114285.0,154,6,maison
455000.0,80,4,appartement
231000.0,40,1,appartement
310000.0,30,2,appartement
142000.0,34,2,appartement
580000.0,84,2,appartement
623500.0,80,4,appartement
400000.0,85,5,maison
246000.0,28,2,appartement
225000.0,37,2,appartement
130000.0,34,2,appartement
305000.0,64,4,appartement
250000.0,60,3,maison
280000.0,38,2,appartement
303400.0,91,5,maison
400000.0,148,6,maison
307000.0,104,4,maison
153000.0,40,3,maison
174500.0,42,2,appartement
297800.0,43,3,appartement
249500.0,68,3,maison
407000.0,73,4,appartement
55000.0,15,1,appartement
220000.0,32,3,appartement
555000.0,57,3,appartement
300000.0,83,4,maison
160000.0,68,3,appartement
505000.0,120,6,maison
282300.0,56,4,maison
280000.0,75,3,maison
113806.5,56,3,maison
118000.0,39,2,appartement
186170.0,54,3,appartement
425000.0,80,4,maison
120000.0,40,2,maison
366400.0,39,2,appartement
240000.0,32,2,appartement
280000.0,86,4,maison
128500.0,32,1,appartement
290000.0,96,5,maison
174000.0,62,3,appartement
148000.0,44,2,appartement
595600.0,169,6,maison
560000.0,51,3,maison
424630.0,121,5,maison
335000.0,81,4,maison
103000.0,38,2,appartement
420000.0,74,3,appartement
160000.0,48,3,appartement
214000.0,32,2,appartement
402000.0,181,7,maison
120000.0,60,4,appartement
661200.0,95,5,maison
740000.0,194,7,maison
251800.0,38,3,appartement
169000.0,41,3,maison
300000.0,42,3,appartement
275000.0,101,5,maison
395000.0,75,2,maison
207500.0,70,4,appartement
340400.0,106,6,maison
336000.0,93,4,maison
156000.0,51,3,appartement
159000.0,43,2,maison
220000.0,59,3,maison
330000.0,145,5,maison
425000.0,50,3,appartement
318000.0,120,4,maison
257260.0,43,2,appartement
119000.0,56,3,appartement
293500.0,52,2,maison
251000.0,76,4,maison
182000.0,58,4,maison
186375.0,60,3,maison
271190.0,36,2,appartement
450000.0,100,4,maison
173000.0,70,4,maison
246000.0,60,4,maison
320000.0,116,4,maison
180000.0,78,4,maison
480000.0,90,5,maison
282000.0,50,3,appartement
227000.0,49,3,maison
470000.0,120,5,maison
120175.0,48,2,appartement
151800.0,27,1,appartement
239725.0,43,2,appartement
79000.0,30,1,appartement
226500.0,50,3,appartement
83000.0,12,1,appartement
140000.0,40,3,appartement
165000.0,22,1,appartement
310000.0,120,6,maison
228000.0,99,4,appartement
270000.0,72,4,appartement
318572.99999999994,46,2,appartement
145000.0,67,4,appartement
575000.0,62,3,maison
390000.0,64,4,appartement
207000.0,83,5,appartement
155500.0,60,3,appartement
115000.0,22,1,appartement
308000.0,107,7,maison
406500.0,75,4,maison
200000.0,78,4,maison
188000.0,40,2,appartement
170000.0,53,2,appartement
140000.0,24,1,appartement
760000.0,175,9,maison
88500.0,15,1,appartement
291500.0,47,3,appartement
194000.0,59,4,appartement
132000.0,29,2,appartement
107000.0,30,1,appartement
75000.0,26,1,appartement
600000.0,69,5,maison
325000.0,77,3,maison
145000.0,69,3,maison
118000.0,20,1,appartement
124750.0,41,3,maison
190000.0,53,3,maison
113000.0,34,2,appartement
270000.0,93,4,maison
827000.0,80,4,maison
324000.0,99,5,maison
290000.0,60,3,appartement
345000.0,90,5,appartement
355000.0,55,3,appartement
105000.0,19,1,appartement
250000.0,100,5,maison
407400.0,55,4,appartement
208500.0,61,3,appartement
180000.0,76,3,maison
940000.0,150,5,maison
110000.0,41,2,appartement
237000.0,56,3,appartement
110000.0,21,1,appartement
240000.0,85,4,maison
208000.0,76,3,appartement
59000.0,15,1,appartement
182400.0,85,4,maison
197000.0,52,3,appartement
275000.0,60,3,maison
82000.0,28,1,appartement
336000.0,80,3,appartement
100000.0,13,1,appartement
275000.0,46,2,appartement
760000.0,88,4,maison
310500.0,66,4,appartement
600000.0,53,2,appartement
168000.0,15,1,appartement
185000.0,63,4,maison
170000.0,60,4,appartement
145000.0,18,1,appartement
275000.0,42,2,appartement
150000.0,15,1,appartement
227900.0,32,2,appartement
177000.0,32,1,appartement
310000.0,87,5,maison
180000.0,81,4,maison
161000.0,56,3,appartement
193500.0,82,4,maison
78000.0,19,1,appartement
214000.0,35,3,appartement
221000.0,54,2,appartement
120000.0,44,3,appartement
226000.0,67,3,maison
111000.0,20,1,appartement
1200000.0,152,6,maison
314000.0,76,5,maison
793900.0,78,4,appartement
228000.0,69,3,appartement
357000.0,52,3,appartement
240700.0,66,3,maison
221000.0,76,4,maison
262000.0,79,4,maison
207500.0,41,2,appartement
420000.0,66,4,appartement
323450.0,60,3,maison
125000.0,18,1,appartement
446800.0,61,4,appartement
215000.0,70,3,maison
325000.0,110,6,maison
455000.0,125,4,maison
203000.0,31,1,appartement
420000.0,35,2,maison
340000.0,67,3,appartement
78000.0,14,1,appartement
401700.0,56,3,appartement
447000.0,86,4,appartement
252000.0,84,5,maison
348000.0,64,4,appartement
222000.0,93,4,maison
174000.0,71,3,appartement
246405.0,26,1,appartement
294000.0,90,5,maison
219400.0,27,1,appartement
335000.0,130,5,maison
150000.0,20,1,appartement
352000.0,44,1,appartement
173000.0,66,4,maison
1135000.0,160,8,maison
194500.0,50,3,appartement
693000.0,104,4,maison
540000.0,52,3,appartement
224000.0,35,2,appartement
153000.0,60,3,maison
360000.0,32,2,appartement
243000.0,25,1,appartement
740000.0,79,3,appartement
180000.0,24,1,appartement
626000.0,122,5,maison
180000.0,34,1,appartement
275000.0,60,3,appartement
193000.0,40,2,appartement
730000.0,59,2,appartement
99000.0,40,2,maison
107912.0,22,1,appartement
600000.0,105,4,appartement
182000.0,63,3,maison
334000.0,108,5,maison
225000.0,37,2,appartement
260000.0,87,4,appartement
147000.0,22,1,appartement
193365.0,32,2,appartement
664000.0,106,4,maison
146010.0,13,1,appartement
241000.0,41,2,appartement
651600.0,45,2,maison
138000.0,45,3,appartement
468000.0,84,4,appartement
173000.0,35,2,appartement
289000.0,67,4,maison
185000.0,27,2,appartement
250000.0,34,2,appartement
349400.0,55,2,appartement
320000.0,101,4,maison
306000.0,113,4,maison
258000.0,57,3,appartement
300000.0,111,4,maison
312800.0,45,2,appartement
221900.0,66,3,appartement
103000.0,26,2,appartement
1265000.0,120,4,maison
233000.0,55,3,maison
319800.0,35,2,appartement
345000.0,91,6,maison
280000.0,70,3,maison
264000.0,45,3,maison
640000.0,174,6,maison
581500.0,101,5,appartement
365700.0,74,4,appartement
529654.0,53,3,appartement
429000.0,115,5,maison
280000.0,63,4,maison
371000.0,55,2,appartement
299000.0,67,3,maison
83000.0,28,1,appartement
435000.0,155,5,maison
664000.0,65,4,maison
150000.0,47,2,appartement
708000.0,109,5,maison
262000.0,43,3,appartement
848250.0,94,5,maison
240000.0,58,3,appartement
419000.0,90,3,maison
153000.0,50,3,appartement
200000.0,100,6,appartement
164000.0,38,2,appartement
295000.0,82,6,maison
143000.0,54,3,appartement
75000.0,16,1,appartement
588900.0,92,4,appartement
381750.0,62,3,appartement
118000.0,40,2,appartement
213320.0,80,4,maison
210000.0,44,1,appartement
352000.0,42,2,appartement
243000.0,20,1,appartement
71700.0,10,1,appartement
210000.0,80,5,appartement
193800.0,37,2,appartement
123000.0,45,2,appartement
383000.0,73,4,appartement
349000.0,65,3,maison
123000.0,53,3,maison
80000.0,18,1,appartement
370000.0,160,5,maison
141600.0,57,3,appartement
370000.0,100,5,maison
250000.0,69,3,maison
65000.0,29,1,appartement
215358.0,70,4,appartement
118000.0,21,1,appartement
427400.0,110,3,maison
308600.0,65,3,appartement
313000.0,72,4,maison
310000.0,65,3,maison
182580.0,52,3,appartement
366000.0,85,4,maison
290000.0,54,3,appartement
130000.0,32,1,appartement
317300.0,115,6,maison
520000.0,88,4,appartement
885000.0,81,4,appartement
144000.0,19,1,appartement
210000.0,32,1,appartement
593000.0,93,5,maison
130000.0,47,3,appartement
270000.0,101,5,maison
323350.0,64,3,appartement
133000.0,64,4,appartement
170000.0,57,3,appartement
170000.0,41,2,appartement
240000.0,40,2,appartement
305000.0,90,4,maison
73000.0,25,1,appartement
222910.0,32,2,appartement
124000.0,46,3,appartement
310000.0,64,4,appartement
810000.0,86,3,maison
138500.0,57,3,appartement
640000.0,110,4,maison
280000.0,61,3,appartement
491558.0,104,3,maison
337000.0,70,4,maison
643200.0,130,6,maison
380000.0,76,3,appartement
124500.0,25,2,appartement
170000.0,56,3,appartement
447000.0,126,6,maison
165000.0,57,3,appartement
122500.0,41,2,appartement
83000.0,20,1,appartement
310000.0,97,4,maison
178224.0,85,5,appartement
845450.0,116,5,maison
1060370.0,134,4,maison
240000.0,78,5,maison
385000.0,133,6,maison
200000.0,68,4,maison
287000.0,90,4,maison
168000.0,39,2,appartement
275000.0,30,2,appartement
299000.0,60,3,appartement
865980.0,170,5,maison
284000.0,87,4,maison
82000.0,19,1,appartement
325000.0,52,3,maison
260000.0,87,4,maison
125000.0,57,3,appartement
185000.0,66,4,appartement
410000.0,129,4,maison
165000.0,57,3,appartement
67365.0,16,1,appartement
1588850.0,184,7,maison
121000.0,29,2,appartement
195000.0,62,3,appartement
340000.0,139,4,maison
160000.0,47,2,appartement
228000.0,100,6,maison
374800.0,60,3,appartement
352350.0,34,2,appartement
405000.0,104,7,maison
608000.0,165,8,maison
189000.0,75,4,maison
238000.0,60,3,appartement
420000.0,102,4,maison
306257.66,107,5,maison
197720.0,48,3,appartement
174000.0,60,3,appartement
216000.0,90,3,maison
217270.0,82,4,appartement
270000.0,51,3,appartement
81000.0,25,1,appartement
231000.0,49,3,maison
295000.0,96,4,maison
860600.0,120,5,appartement
262100.0,125,6,maison
218000.0,75,4,appartement
152300.0,60,3,appartement
35000.0,15,1,maison
224000.0,69,3,appartement
264000.0,106,6,maison
352000.0,100,3,maison
290000.0,64,4,maison
248000.0,50,3,maison
655368.0,70,3,maison
589000.0,100,3,maison
136000.0,46,2,appartement
365000.0,49,3,appartement
150000.0,52,3,appartement
401300.0,72,4,appartement
85000.0,25,1,appartement
270000.0,85,4,appartement
860775.0,105,5,appartement
632000.0,59,3,appartement
641000.0,47,2,appartement
577000.0,90,3,appartement
380000.0,45,2,appartement
220000.0,102,5,maison
212000.0,41,2,appartement
221950.0,40,2,appartement
305100.0,52,3,appartement
493000.0,82,5,maison
284000.0,59,3,appartement
290000.0,36,3,maison
119000.0,32,2,appartement
134500.0,43,2,appartement
250000.0,90,3,appartement
158000.0,47,1,appartement
244400.0,85,4,maison
485000.0,153,8,maison
287000.0,99,2,maison
400100.0,58,3,appartement
180000.0,59,3,appartement
400000.0,81,4,appartement
595000.0,171,6,maison
268000.0,134,5,maison
95000.0,35,2,appartement
211000.0,40,2,appartement
133000.0,33,2,appartement
240000.0,90,6,maison
250000.0,85,3,maison
760000.0,56,3,maison
595000.0,43,2,appartement
143000.0,25,1,appartement
143750.0,28,2,appartement
98398.0,19,1,appartement
244350.0,89,3,maison
144089.0,32,2,appartement
268000.0,77,3,maison
280000.0,26,2,maison
477000.0,81,4,maison
269900.0,52,3,appartement
350000.0,66,3,appartement
225000.0,60,3,maison
244900.0,54,4,appartement
145000.0,30,1,appartement
180000.0,45,2,maison
182500.0,62,4,appartement
523138.0,137,5,maison
192000.0,63,3,appartement
380000.0,61,2,maison
300000.0,100,3,maison
250000.0,76,3,maison
303544.99999999994,58,3,maison
321000.0,100,5,maison
307000.0,107,4,maison
209000.0,53,3,maison
218000.0,52,2,appartement
102500.0,27,1,appartement
355000.0,64,4,appartement
475000.0,127,4,maison
266000.0,44,3,maison
375000.0,90,4,maison
140000.0,60,3,appartement
526400.0,75,4,maison
217250.0,36,2,appartement
510000.0,56,3,maison
262000.0,42,2,appartement
283000.0,107,4,maison
109000.0,25,1,appartement
167000.0,62,3,appartement
258000.0,77,4,maison
322000.0,84,5,maison
142000.0,46,2,appartement
167000.0,57,4,appartement
255000.0,32,2,appartement
59000.0,9,1,appartement
104000.0,25,1,appartement
262500.0,67,3,maison
145000.0,24,1,appartement
465000.0,94,5,maison
410000.0,130,5,maison
248000.0,105,6,maison
279850.0,36,2,appartement
368300.0,111,6,maison
200000.0,24,1,appartement
451000.0,79,4,maison
170000.0,53,3,maison
780000.0,77,4,maison
605000.0,53,2,maison
365000.0,140,5,maison
110000.0,34,2,appartement
426260.0,58,4,maison
184300.0,71,3,appartement
116000.0,34,1,appartement
425000.0,79,4,maison
147500.0,29,2,appartement
200000.0,77,4,appartement
138150.0,20,1,appartement
618000.0,148,6,maison
128000.0,24,1,appartement
139000.0,30,2,appartement
320000.0,90,4,maison
74000.0,26,1,appartement
152000.0,25,1,appartement
121000.0,41,2,appartement
136830.0,37,1,appartement
150000.0,33,2,appartement
252000.0,64,3,maison
149900.0,26,1,appartement
350000.0,85,5,maison
490000.0,52,2,appartement
200000.0,37,2,appartement
265000.0,35,2,appartement
263000.0,55,3,maison
770000.0,80,3,appartement
304178.0,36,2,appartement
232000.0,60,3,maison
640000.0,60,4,maison
339000.0,121,6,maison
245000.0,34,1,appartement
175000.0,60,3,maison
263000.0,63,3,maison
155000.0,13,1,appartement
334000.0,49,1,appartement
247000.0,90,4,maison
350000.0,73,3,maison
765000.0,134,5,maison
329995.0000000001,135,4,maison
248000.0,50,3,appartement
1290000.0,150,8,maison
393400.0,53,3,appartement
275000.0,53,2,maison
298000.0,86,5,maison
290000.0,95,4,maison
123000.0,51,2,appartement
215000.0,39,3,appartement
101000.0,45,2,appartement
365000.0,100,3,maison
630000.0,80,3,maison
174000.0,30,1,appartement
311000.0,41,2,maison
182500.0,67,4,appartement
370000.0,65,3,maison
282927.0,105,5,maison
215000.0,60,5,maison
80000.0,33,2,appartement
460360.0,55,2,appartement
169000.0,26,1,appartement
430000.0,79,5,appartement
847840.0,134,4,maison
172500.0,75,4,appartement
915700.0,111,8,maison
139950.0,43,3,appartement
458750.0,50,2,maison
247020.0,41,2,appartement
1052000.0,172,8,maison
405000.0,123,5,maison
200000.0,56,3,appartement
240000.0,60,3,maison
236555.0,43,2,appartement
